director,Action,Anime,British,Children & Family,Classic,Classic & Cult,Comedies,Crime,Cult,Documentaries,Documentary Series,Dramas,Horror,Independent,International,LGBTQ,Movies,Romance,Sci-Fi,Sci-Fi & Fantasy,Science & Nature,Sports,TV,Teen,Thriller
Shashank Khaitan,0,0,0,0,0,0,10,0,0,0,0,11,0,11,21,0,0,10,0,0,0,0,0,0,0
Shashanka Ghosh,0,0,0,0,0,0,14,0,0,0,0,0,0,6,14,0,0,8,0,0,0,0,0,0,0
Shashilal K. Nair,10,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
Shaul Schwarz,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
Shaun Paul Piccinino,0,0,0,10,0,0,19,0,0,0,0,18,0,0,0,0,0,19,0,0,0,18,0,0,0
Shawn Arranha,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,9
Shawn Crahan,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shawn Levy,20,0,0,44,0,0,44,0,0,0,0,0,0,0,0,0,0,0,20,0,0,20,0,0,0
Shaz Bennett,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0
Shazia Ali Khan,0,0,0,0,0,0,0,0,0,0,0,16,0,16,16,0,0,0,0,0,0,0,0,0,0
Sheena M. Joyce,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
Shekhar Kapur,0,0,0,0,0,0,0,0,0,0,0,8,0,8,8,0,0,0,0,0,0,0,0,0,0
Shelly Chopra Dhar,0,0,0,0,0,0,10,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0
Shen Chi,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,8
Shen Leping,0,3,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
Sherif Arafa,10,0,0,0,0,0,5,0,0,0,0,0,0,0,15,0,0,5,0,0,0,0,0,0,0
Sherif Ismail,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
Sherif Mandour,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,11
Shigeaki Kubo,80,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0
Shin Won-ho,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,18,0,0,0,0,0,0,0
Shin-yeon Won,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,10
Shinji Aramaki,28,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0
Shinji Takagi,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Shirish Kunder,0,0,0,0,0,0,10,0,0,0,0,18,0,0,22,0,0,8,0,0,0,0,0,0,4
Shirley Frimpong-Manso,0,0,0,0,0,0,19,0,0,0,0,19,0,0,19,0,0,0,0,0,0,0,0,0,0
Shivam Nair,8,0,0,0,0,0,0,0,0,0,0,9,0,0,17,0,0,9,0,0,0,0,0,0,0
Shlok Sharma,0,0,0,0,0,0,0,0,0,0,0,12,0,12,12,0,0,0,0,0,0,0,0,0,0
Shojiro Nishimi,20,0,0,0,0,0,20,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0
Shonali Bose,0,0,0,0,0,0,0,0,0,0,0,16,0,0,16,0,0,0,0,0,0,0,0,0,0
Shoojit Sircar,0,0,0,0,0,0,0,0,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,9
Shravan Kumar,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0
Shree Narayan Singh,0,0,0,0,0,0,9,0,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0
Shreyas Talpade,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
Shrihari Sathe,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0
Shubham Singh,0,0,0,0,0,0,0,0,0,0,0,9,0,9,9,0,0,0,0,0,0,0,0,0,0
Shuko Murase,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
Shunsuke Kariyama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,9
Shweta Basu Prasad,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Shyam Benegal,0,0,0,0,0,0,29,0,0,0,0,28,0,19,28,0,0,0,0,0,0,0,0,0,0
Shyamal Chaulia,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0
Sian Heder,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0
Sibusiso Khuzwayo,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0
Siddique,8,0,0,0,0,0,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
Sidharta Tata,0,0,0,0,0,0,11,0,0,0,0,11,0,0,11,0,0,0,0,0,0,0,0,0,0
Sidharth Malhotra,0,0,0,0,0,0,0,0,0,0,0,14,0,0,14,0,0,0,0,0,0,0,0,0,0
Sidheswar Shukla,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0
Sigrid Andrea Bernardo,0,0,0,0,0,0,2,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0
Simon Baker,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,7,0,0,0
Simon Curtis,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,28,0,0,0,0,0,0,0
Simon Frederick,0,0,15,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Simon Gross,0,0,0,0,0,0,0,0,0,0,0,27,0,27,27,0,0,0,0,0,0,0,0,0,0
Simon J. Smith,0,0,0,19,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Simon Napier-Bell,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Simon Rumley,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0
Simon Savelyev,0,0,0,0,0,0,0,0,0,0,0,11,0,11,0,0,0,0,0,0,0,0,0,0,0
Simon Stone,0,0,0,0,0,0,0,0,0,0,0,13,0,0,6,0,0,0,0,0,0,0,0,0,0
Simon Verhoeven,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0
Simon Wells,20,0,0,17,0,0,0,0,0,0,0,8,0,0,0,0,0,0,20,0,0,0,0,0,0
Simon Wincer,48,0,0,30,0,0,28,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0
Simranjit Singh Hundal,8,0,0,0,0,0,0,0,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0
Sinan Akkuş,0,0,0,0,0,0,10,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
Sion Sono,0,0,0,0,0,0,0,11,0,0,0,22,0,0,22,0,0,0,0,0,0,0,0,0,11
Sita Likitvanichkul,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,10
Sittisiri Mongkolsiri,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,8,0,0,0,0,0,0,0
Siu-hung Chung,10,0,0,0,0,0,10,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
Sivaroj Kongsakul,0,0,0,0,0,0,0,13,0,0,0,13,0,0,13,0,0,0,0,0,0,0,0,0,0
Smeep Kang,0,0,0,0,0,0,8,0,0,0,0,8,0,0,16,0,0,0,0,0,0,0,0,0,0
Sneha Taurani,0,0,0,0,0,0,8,0,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0
So Yong Kim,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,9,0,0,0,0,0,0,0
Sofia Coppola,0,0,0,0,0,0,12,0,0,0,0,60,0,48,0,0,0,0,0,0,0,0,0,0,8
Sofie Šustková,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,0,0,0,0,0
Sohail Khan,8,0,0,0,0,0,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
Sohail Tatari,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,8
Soham Shah,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,8
Songyos Sugmakanan,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0
Sonia Dauger,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Sonny Mallhi,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
Sonny Marler,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,8,0,0,0,0,0,0
Sooni Taraporevala,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0
Sooraj R. Barjatya,12,0,0,0,8,0,0,0,0,0,0,60,0,0,60,0,0,10,0,0,0,0,0,0,0
Sophie Robinson,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Sopon Sukdapisit,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0
Sorin Dan Mihalcescu,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,6
Soudade Kaadan,0,0,0,0,0,0,4,0,0,0,0,63,0,60,59,0,0,0,0,0,0,0,0,0,0
Soukarya Ghosal,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8,0,0,0,8,0,0,0,0,0,0
Soumendra Padhi,0,0,0,0,0,0,0,6,0,0,0,12,0,6,12,0,0,0,0,0,0,0,0,0,0
Soumitra Ranade,0,0,0,0,0,0,0,0,0,0,0,8,0,8,8,0,0,0,0,0,0,0,0,0,0
Spike Jonze,0,0,0,0,0,0,1,0,0,0,0,8,0,0,0,0,0,8,8,0,0,0,0,0,0
Spike Lee,10,0,0,0,14,0,28,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0
Sridhar Jetty,0,0,0,0,0,0,9,0,0,0,0,0,0,0,9,0,0,9,0,0,0,0,0,0,0
Sridhar Rangayan,0,0,0,0,0,0,0,0,0,1,0,8,0,8,9,1,0,0,0,0,0,0,0,0,0
Srijit Mukherji,0,0,0,0,0,0,0,0,0,0,0,19,0,0,19,0,0,0,0,0,0,0,0,0,19
Sriram Raghavan,0,0,0,0,0,0,10,0,0,0,0,18,0,0,18,0,0,0,0,0,0,0,0,0,8
Srivinay Salian,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,0,0,0,0,0,0,0,0,0,0
Stacia Crawford,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,8
Stacie Passon,0,0,0,0,0,0,0,0,0,0,0,14,0,6,0,6,0,0,0,0,0,0,0,0,8
Stacy Title,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,20
Stan Lathan,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stanisław Różewicz,0,0,0,0,6,0,0,0,0,0,0,14,0,0,14,0,0,0,0,0,0,0,0,0,0
Stanley Kubrick,0,0,0,0,34,0,0,0,16,0,0,34,0,0,0,0,0,18,0,0,0,0,0,0,0
Stanley Menino D'Costa,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8,0,0,8,0,0,0,0,0,0,0
Stanley Moore,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stanley Nelson,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Stanley Tong,32,0,0,0,0,0,32,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0
Stefan Brogren,0,0,0,0,0,0,0,0,0,0,0,19,0,0,19,0,0,0,0,0,0,0,0,19,0
Stefan Westerwelle,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0,10,0,0,0,0,0,0,0
Stefano Lodovichi,0,0,0,0,0,0,0,14,0,0,0,14,0,0,14,0,0,0,0,0,0,0,0,0,0
Stefano Mordini,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
Stefano Sollima,0,0,0,0,0,0,0,0,0,0,0,18,0,0,18,0,0,0,0,0,0,0,0,0,18
Stefon Bristol,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,7,0,0,0,0,0,7
Stella Corradi,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0
Stephan Rick,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
Stephanie Laing,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,11,0,0,0,0,0,0,0
Stephanie Turner,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0
Stephanie Zwane,0,0,0,0,0,0,10,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0
Stephen Chbosky,0,0,0,0,0,0,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0
Stephen Chiodo,0,0,0,5,0,0,10,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
Stephen Chow,30,0,0,0,0,0,30,0,27,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
Stephen Cone,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0
Stephen Daldry,0,0,0,0,0,0,0,0,0,0,0,59,0,59,32,0,0,0,0,0,0,0,0,0,27
Stephen Donnelly,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stephen Frears,0,0,0,0,0,0,0,0,0,0,0,65,0,33,65,0,0,0,0,0,0,0,0,0,0
Stephen Gyllenhaal,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,9,0,0,0,0,0,0,0
Stephen Herek,0,0,0,14,0,0,22,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
Stephen Hopkins,0,0,0,0,0,0,0,0,0,0,0,44,0,0,44,0,0,0,0,0,0,0,0,0,0
Stephen Kijak,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
Stephen Murray,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stephen S. Campanelli,0,0,0,0,0,0,0,0,0,0,0,11,0,11,0,0,0,0,0,0,0,11,0,0,0
Steve Antin,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,0,0
Steve Ball,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Steve Barker,0,0,0,0,0,0,0,0,0,0,0,0,18,0,18,0,0,0,0,0,0,0,0,0,0
Steve Barron,11,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Steve Bencich,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Steve Boettcher,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Steve Brill,0,0,0,0,0,0,97,0,0,0,0,0,23,14,0,0,0,10,0,0,0,0,0,0,0
Steve Carr,12,0,0,34,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Steve Cheng,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
Steve Greenwood,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Steve Gukas,0,0,0,0,0,0,0,0,0,0,0,22,0,0,22,0,0,0,0,0,0,0,0,0,22
Steve Hickner,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Steve Loter,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Steve McLean,0,0,0,0,0,0,0,0,0,0,0,11,0,11,0,11,0,0,0,0,0,0,0,0,0
Steve Pink,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Steve Race,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,8,0,0,0,0,0,0,0
Steve Rash,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Steve Rolston,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Steve Sacks,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Steve Saint Leger,20,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,20,0,0,0,0,0,0
Steven Brill,9,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Steven C. Miller,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Steven Fine,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,10
Steven Gomez,11,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,0,0,0,0,0,0
Steven Knight,0,0,0,0,0,0,0,0,0,0,0,20,0,20,0,0,0,0,0,0,0,0,0,0,0
Steven R. Monroe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Steven Soderbergh,40,0,0,0,0,0,41,0,0,0,0,28,0,0,0,0,0,0,0,0,0,7,0,0,0
Steven Spielberg,48,0,0,107,52,0,0,0,0,0,0,140,0,0,0,0,0,0,8,0,0,0,0,0,0
Steven Tsuchida,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0
Steven Yamamoto,16,16,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Steven Zaillian,0,0,0,10,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
Stevie Wermers,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stig Bergqvist,0,0,0,28,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stijn Verlinde,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
Storm Saulter,0,0,0,0,0,0,0,0,0,0,0,18,0,0,18,0,0,0,0,0,0,18,0,0,0
Stu Livingston,0,0,0,24,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stuart Baird,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stuart Orme,0,0,0,0,0,0,0,10,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0
Stuart Rosenberg,0,0,0,0,12,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
Stéphane Berla,0,0,0,20,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0
Stéphane de Freitas,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Su I-Hsuan,0,0,0,0,0,0,0,0,0,0,0,11,11,0,11,0,0,0,0,0,0,0,0,0,0
Subhash Ghai,10,0,0,0,0,0,0,0,0,0,0,44,0,0,44,0,0,26,0,0,0,0,0,0,0
Subhash Kapoor,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0
Sudabeh Mortezai,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,0,0,0,0,0
Sudesh Manjrekar,0,0,0,0,0,0,13,0,0,0,0,6,0,0,13,0,0,0,0,0,0,0,0,0,0
Sudha Kongara,0,0,0,0,0,0,0,0,0,0,0,11,0,0,11,0,0,0,0,0,0,0,0,0,0
Sudhanshu Saria,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,0,0,0,0,0,0,0,0,0
Sudhir Mishra,0,0,0,0,0,0,6,0,0,0,0,43,0,0,43,0,0,30,0,0,0,0,0,0,0
Sudhish Kamath,0,0,0,0,0,0,0,0,0,0,0,8,0,8,8,0,0,0,0,0,0,0,0,0,0
Sudip Bandyopadhyay,0,0,0,7,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
Sudipto Roy,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,0,0,0,0,0
Suhas Kadav,0,0,0,65,0,0,38,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0
Sujeeth,12,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0
Sujoy Ghosh,0,0,0,0,0,0,6,0,0,0,0,15,0,0,20,0,0,0,0,0,0,0,0,0,14
Sukhbir Singh,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,0,0,8,0,0,0,0,0,0,0
Sukum Maetawanitch,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0
Suman Ghosh,0,0,0,0,0,0,8,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0
Suman Mukhopadhyay,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0,10,0,0,0,0,0,0,0
Sumit Das,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sumitra Bhave,0,0,0,0,0,0,0,0,0,0,0,23,0,7,23,0,0,0,0,0,0,0,0,0,0
Sunao Katabuchi,0,9,0,9,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0
Sundar C.,0,0,0,0,0,0,16,0,0,0,0,16,0,0,16,0,0,0,0,0,0,0,0,0,0
Sung Do-jun,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,0,0,0,0,0,0
Sung-soo Kim,4,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0
Sunil Kumar Agrawal,0,0,0,0,0,0,10,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0
Sunil Soraya,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,0,7,0,0,0,0,0,0,0
Sunil Sukthankar,0,0,0,0,0,0,0,0,0,0,0,23,0,7,23,0,0,0,0,0,0,0,0,0,0
Sunil Thakur,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
Sunkanmi Adebayo,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
Sunny Lau,0,0,0,0,0,9,0,9,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0
Suparn Verma,0,0,0,0,0,0,0,0,0,0,0,18,0,8,18,0,0,0,0,0,0,0,0,0,10
Supavitra Babul,0,0,0,0,0,0,7,0,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0
Suresh Pillai,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8,0,0,8,0,0,0,0,0,0,0
Surya S.J.,0,0,0,0,0,0,10,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0
Susan Johnson,0,0,0,0,0,0,18,0,0,0,0,8,0,0,10,0,0,10,0,0,0,0,0,0,0
Susan Walter,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,0,0
Susannah Ward,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Susanne Bier,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,10,0,0,0,0,0,10
Suseenthiran,0,0,0,0,0,0,0,0,0,0,0,6,0,6,6,0,0,0,0,0,0,0,0,0,0
Sushil Majumdar,0,0,0,0,10,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0
Sushrut Jain,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0
Suzanne Coote,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,16
Svetlana Cvetko,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,8
Swapna Waghmare Joshi,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0
Swapnaneel Jayakar,0,0,0,0,0,0,16,0,0,0,0,16,0,16,0,0,0,0,0,0,0,0,0,0,0
Syamsul Yusof,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0
Sydney Freeland,0,0,0,0,0,0,13,0,0,0,0,13,0,13,0,0,0,0,0,0,0,0,0,0,0
Sydney Pollack,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44
Sydney Sibilia,0,0,0,0,0,0,7,0,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0
Syed Ahmad Afzal,0,0,0,0,0,0,0,0,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,9
Syed Ahmed Shawki,0,0,0,0,0,0,10,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0
Syed Atif Ali,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0
Syed Saleh Ahmed Sobhan,0,0,0,0,0,0,10,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0
Sylvain Blais,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sylvain White,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sylvester Stallone,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,27,0,0,0
Sylvie Verheyde,0,0,0,0,0,0,0,0,0,0,0,25,0,0,25,0,0,14,0,0,0,0,0,0,0
Syrine Boulanouar,0,0,0,0,0,0,0,0,0,3,0,1,0,0,3,0,0,0,0,0,0,2,0,0,0
Sze Yu Lau,15,0,0,0,0,0,15,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0
Sébastien Betbeder,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
Sırrı Süreyya Önder,0,0,0,0,0,0,10,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0
T.J. Martin,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
TJ Sullivan,0,0,0,34,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TT The Artist,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
